"","Cancer","Stroma","Ductal"
"8x26",0.321039006024727,0.602237247302461,0.0767237466728112
"8x27",0.520063402670133,0.377563804500044,0.102372792829824
"8x28",0.21864798159154,0.560077738459151,0.22127427994931
"8x29",0.330893649872748,0.586902889410778,0.0822034607164744
"8x30",0.169927164771436,0.553625753938068,0.276447081290496
"8x31",0.287617757184757,0.519521557177179,0.192860685638064
"8x32",0.234288924087338,0.756963343926414,0.00874773198624751
"8x33",0.307717352249529,0.629701079575087,0.0625815681753833
"8x34",0.107982238702168,0.737427477309083,0.154590283988748
"8x35",0.378268317151718,0.552245179358119,0.0694865034901633
"8x36",0.50224372447897,0.458683451325218,0.0390728241958119
"8x37",0.336370218967664,0.598544838977632,0.0650849420547043
"8x38",0.37973884844269,0.531364951007479,0.0888962005498308
"8x39",0.360923388843423,0.470585732838181,0.168490878318396
"8x40",0.246867092367813,0.702531024920097,0.0506018827120895
"8x41",0.0782516094584947,0.399923793374255,0.52182459716725
"8x42",0.23387263788367,0.638873102290591,0.127254259825739
"8x43",0.291465879728271,0.43676699194556,0.27176712832617
"8x44",0.172729002666314,0.687446148548502,0.139824848785184
"8x45",0.239791822986347,0.480512570296988,0.279695606716665
"8x46",0.21490210115963,0.708350070698709,0.0767478281416607
"8x47",0.268143439647233,0.433094068935672,0.298762491417094
"8x48",0.332749656714276,0.32326307052213,0.343987272763594
"8x49",0.16713006766028,0.426430362461612,0.406439569878108
"9x0",0.875533892946485,0.0901929485146395,0.0342731585388754
"9x1",0.848755442391179,0.0314016393152983,0.119842918293522
"9x2",0.90378663494655,0.040068017119583,0.0561453479338667
"9x3",0.860667080965519,0.0410502937850024,0.0982826252494789
"9x4",0.88292010457805,0.039508836943237,0.0775710584787134
"9x5",0.95194659240888,0.04805340759112,0
"9x7",0.967598450810522,0.0171909855049367,0.015210563684541
"9x8",0.906364161235063,0.0282038959999864,0.0654319427649502
"9x9",0.824944030930757,0.0643225171218708,0.110733451947372
"9x10",0.968798302483064,0.00225438210288935,0.0289473154140465
"9x11",0.924362337665445,0.00357085171406232,0.0720668106204931
